playerid,schoolid,yearid_x,schoolname,schoolcity,schoolstate,schoolnick,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namegiven,weight,height,bats,throws,debut,finalgame,retroid,bbrefid,yearid,teamid_x,lgid_x,g_all,gs,g_batting,g_defense,g_p,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,teamid_y,lgid_y,salary
maxweja01,mtennst,1993,Middle Tennessee State University,Murfreesboro,TN,USA,1972.0,3.0,26.0,USA,TN,Lewisburg,,,,,,,Jason,Maxwell,Jason Ramond,185.0,72.0,R,R,1998-09-01,2001-10-07,maxwj001,maxweja01,2001,MIN,AL,39,21.0,39,32,0,0,0,9,11,12,0,0,0,0,7.0,2.0,6.0,MIN,AL,215000.0
mcallbi01,tennessee,1909,University of Tennessee,Knoxville,TN,USA,1888.0,12.0,29.0,USA,TN,Chattanooga,1970.0,3.0,3.0,USA,TN,Chattanooga,Bill,McAllester,William Lusk,170.0,71.0,R,R,1913-05-02,1913-10-05,mcalb101,mcallbi01,1913,SLA,AL,52,25.0,52,41,0,41,0,0,0,0,0,0,0,0,0.0,8.0,0.0,,,
mcallbi01,tennessee,1910,University of Tennessee,Knoxville,TN,USA,1888.0,12.0,29.0,USA,TN,Chattanooga,1970.0,3.0,3.0,USA,TN,Chattanooga,Bill,McAllester,William Lusk,170.0,71.0,R,R,1913-05-02,1913-10-05,mcalb101,mcallbi01,1913,SLA,AL,52,25.0,52,41,0,41,0,0,0,0,0,0,0,0,0.0,8.0,0.0,,,
mcclajo01,tennessee,1952,University of Tennessee,Knoxville,TN,USA,1933.0,5.0,5.0,USA,TN,Johnson City,,,,,,,Joe,McClain,Joseph Fred,183.0,72.0,R,R,1961-04-14,1962-06-01,mcclj104,mcclajo01,1961,WS2,AL,33,29.0,33,33,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcclajo01,tennessee,1952,University of Tennessee,Knoxville,TN,USA,1933.0,5.0,5.0,USA,TN,Johnson City,,,,,,,Joe,McClain,Joseph Fred,183.0,72.0,R,R,1961-04-14,1962-06-01,mcclj104,mcclajo01,1962,WS2,AL,10,4.0,10,10,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcelvpr01,carsnewm,1900,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1909,BRO,NL,81,,81,81,0,0,5,5,37,10,1,3,7,13,,,,,,
mcelvpr01,carsnewm,1900,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1910,BRO,NL,74,,74,74,0,1,0,3,54,6,0,0,0,0,,,,,,
mcelvpr01,carsnewm,1900,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1911,BRO,NL,16,5.0,16,6,0,0,0,5,0,1,0,0,0,0,0.0,10.0,0.0,,,
mcelvpr01,carsnewm,1901,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1909,BRO,NL,81,,81,81,0,0,5,5,37,10,1,3,7,13,,,,,,
mcelvpr01,carsnewm,1901,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1910,BRO,NL,74,,74,74,0,1,0,3,54,6,0,0,0,0,,,,,,
mcelvpr01,carsnewm,1901,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1911,BRO,NL,16,5.0,16,6,0,0,0,5,0,1,0,0,0,0,0.0,10.0,0.0,,,
mcelvpr01,carsnewm,1902,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1909,BRO,NL,81,,81,81,0,0,5,5,37,10,1,3,7,13,,,,,,
mcelvpr01,carsnewm,1902,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1910,BRO,NL,74,,74,74,0,1,0,3,54,6,0,0,0,0,,,,,,
mcelvpr01,carsnewm,1902,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1911,BRO,NL,16,5.0,16,6,0,0,0,5,0,1,0,0,0,0,0.0,10.0,0.0,,,
mcelvpr01,carsnewm,1903,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1909,BRO,NL,81,,81,81,0,0,5,5,37,10,1,3,7,13,,,,,,
mcelvpr01,carsnewm,1903,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1910,BRO,NL,74,,74,74,0,1,0,3,54,6,0,0,0,0,,,,,,
mcelvpr01,carsnewm,1903,Carson-Newman College,Jefferson City,TN,USA,1881.0,11.0,5.0,USA,GA,Atlanta,1951.0,10.0,27.0,USA,TN,Pleasant Hill,Pryor,McElveen,Pryor Mynatt,168.0,70.0,R,R,1909-04-26,1911-06-04,mcelp101,mcelvpr01,1911,BRO,NL,16,5.0,16,6,0,0,0,5,0,1,0,0,0,0,0.0,10.0,0.0,,,
mcglopa01,tennessee,1939,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1949,BRO,NL,7,0.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcglopa01,tennessee,1939,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1950,BRO,NL,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcglopa01,tennessee,1940,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1949,BRO,NL,7,0.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcglopa01,tennessee,1940,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1950,BRO,NL,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcglopa01,tennessee,1941,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1949,BRO,NL,7,0.0,7,7,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcglopa01,tennessee,1941,University of Tennessee,Knoxville,TN,USA,1920.0,10.0,20.0,USA,TN,Coalfield,2014.0,10.0,24.0,USA,TN,Knoxville,Pat,McGlothin,Ezra Malachi,180.0,75.0,L,R,1949-04-25,1950-04-18,mcglp101,mcglopa01,1950,BRO,NL,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2010,COL,NL,6,1.0,6,2,0,2,0,0,0,0,0,0,0,0,0.0,5.0,0.0,,,
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2011,PIT,NL,58,54.0,58,58,0,58,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2012,PIT,NL,88,64.0,88,81,0,81,0,0,0,0,0,0,0,0,0.0,16.0,1.0,PIT,NL,485000.0
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2013,PIT,NL,41,27.0,41,31,0,31,0,0,0,0,0,0,0,0,0.0,10.0,0.0,PIT,NL,505000.0
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2014,COL,NL,57,45.0,57,50,0,50,0,0,0,0,0,0,0,0,0.0,9.0,0.0,COL,NL,750000.0
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2015,COL,NL,58,32.0,58,32,0,32,0,0,0,0,0,0,0,0,1.0,25.0,0.0,COL,NL,1087600.0
mckenmi01,mtennst,2004,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2016,SLN,NL,3,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,,,
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2010,COL,NL,6,1.0,6,2,0,2,0,0,0,0,0,0,0,0,0.0,5.0,0.0,,,
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2011,PIT,NL,58,54.0,58,58,0,58,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2012,PIT,NL,88,64.0,88,81,0,81,0,0,0,0,0,0,0,0,0.0,16.0,1.0,PIT,NL,485000.0
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2013,PIT,NL,41,27.0,41,31,0,31,0,0,0,0,0,0,0,0,0.0,10.0,0.0,PIT,NL,505000.0
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2014,COL,NL,57,45.0,57,50,0,50,0,0,0,0,0,0,0,0,0.0,9.0,0.0,COL,NL,750000.0
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2015,COL,NL,58,32.0,58,32,0,32,0,0,0,0,0,0,0,0,1.0,25.0,0.0,COL,NL,1087600.0
mckenmi01,mtennst,2005,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2016,SLN,NL,3,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,,,
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2010,COL,NL,6,1.0,6,2,0,2,0,0,0,0,0,0,0,0,0.0,5.0,0.0,,,
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2011,PIT,NL,58,54.0,58,58,0,58,0,0,1,0,0,0,0,0,0.0,0.0,0.0,,,
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2012,PIT,NL,88,64.0,88,81,0,81,0,0,0,0,0,0,0,0,0.0,16.0,1.0,PIT,NL,485000.0
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2013,PIT,NL,41,27.0,41,31,0,31,0,0,0,0,0,0,0,0,0.0,10.0,0.0,PIT,NL,505000.0
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2014,COL,NL,57,45.0,57,50,0,50,0,0,0,0,0,0,0,0,0.0,9.0,0.0,COL,NL,750000.0
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2015,COL,NL,58,32.0,58,32,0,32,0,0,0,0,0,0,0,0,1.0,25.0,0.0,COL,NL,1087600.0
mckenmi01,mtennst,2006,Middle Tennessee State University,Murfreesboro,TN,USA,1985.0,3.0,4.0,USA,TN,Knoxville,,,,,,,Michael,McKenry,Michael Charles,205.0,70.0,R,R,2010-09-08,2016-07-18,mckem001,mckenmi01,2016,SLN,NL,3,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1976,HOU,NL,17,11.0,17,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1977,HOU,NL,46,6.0,46,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1978,HOU,NL,12,1.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,ATL,NL,37,1.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,HOU,NL,12,0.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1981,OAK,AL,11,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1973,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1982,OAK,AL,21,2.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1976,HOU,NL,17,11.0,17,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1977,HOU,NL,46,6.0,46,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1978,HOU,NL,12,1.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,ATL,NL,37,1.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,HOU,NL,12,0.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1981,OAK,AL,11,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1974,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1982,OAK,AL,21,2.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1976,HOU,NL,17,11.0,17,17,17,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1977,HOU,NL,46,6.0,46,46,46,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1978,HOU,NL,12,1.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,ATL,NL,37,1.0,37,37,37,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1979,HOU,NL,12,0.0,12,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1981,OAK,AL,11,0.0,0,11,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mclaubo01,lipscomb,1975,Lipscomb University,Nashville,TN,USA,1953.0,10.0,23.0,USA,CA,Oakland,,,,,,,Bo,McLaughlin,Michael Duane,210.0,77.0,R,R,1976-07-20,1982-07-09,mclab101,mclaubo01,1982,OAK,AL,21,2.0,0,21,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,,
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1993,ATL,NL,74,0.0,74,74,74,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,NL,109000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1994,ATL,NL,51,0.0,51,51,51,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,NL,245000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1995,ATL,NL,67,0.0,67,67,67,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,NL,305000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1996,ATL,NL,73,0.0,73,73,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,NL,460000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1997,NYN,NL,73,0.0,70,73,73,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,1100000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1998,LAN,NL,12,0.0,10,12,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,1900000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1998,NYN,NL,52,0.0,52,52,52,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,1900000.0
mcmicgr01,tennessee,1986,University of Tennessee,Knoxville,TN,USA,1966.0,12.0,1.0,USA,TN,Knoxville,,,,,,,Greg,McMichael,Gregory Winston,215.0,75.0,R,R,1993-04-12,2000-05-27,mcmig001,mcmicgr01,1999,NYN,NL,19,0.0,18,19,19,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYN,NL,1950000.0
